"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
46,"B_N164",29,1,"NPS_UAMB","The suspect showed that the file deserved further investigation during the murder trial.","Who drew attention to the file during the trial?",1,2259.88,4395.81,"b",29,NA,154,65,219,NA,202,108,168,94,235,NA,181,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,154,65,219,0,202,108,168,94,235,0,181,119,0,0,0,0,0,0,0,0,0,0,0,0,0,154,548,219,328,398,737,168,247,343,0,181,119,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,0,0,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,1,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",28,2,"MVRR_UAMB","The corrupt politician who was handed the bill received unwelcome attention from southern voters.","Did the politician hand the bill to someone?",1,2032.61,6389.2,"b",28,NA,163,189,NA,193,354,NA,188,200,189,184,NA,200,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,189,0,193,427,0,293,200,189,184,0,349,93,0,0,0,0,0,0,0,0,0,0,0,0,163,457,0,351,895,0,454,685,720,572,149,500,238,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,0,1,NA,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,1,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",23,3,"NPS_UAMB","The woman maintained that the mail disappeared mysteriously from her front porch.","Could the woman find the mail?",1,1201.92,4076.35,"b",23,NA,159,155,NA,158,217,234,203,NA,201,94,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159,272,0,158,217,328,203,0,201,94,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,588,0,346,428,742,390,0,201,272,68,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,NA,0,0,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",6,4,"MVRR_UAMB","The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.","Did the boy feed the chicken?",1,2332.05,4880.55,"b",6,153,108,208,352,76,NA,253,414,184,217,189,190,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,108,208,352,76,0,253,584,328,217,189,190,0,0,321,0,0,0,0,0,0,0,0,0,0,153,272,208,493,410,0,253,584,383,217,189,526,0,0,411,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,NA,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",55,5,"NPZ_UAMB","After the new doctor left, the operation appeared increasingly likely to succeed.","Did the doctor appear likely to succeed?",1,2355.73,3998.94,"b",55,131,NA,164,132,142,NA,193,299,207,212,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0,164,132,142,0,193,299,207,212,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,131,166,284,132,348,0,326,508,451,514,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,NA,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",92,6,"AGREE","After the esteemed reviewer reads, the book gains more attention due to his glowing praise.","Does the esteemed reviewer like the book?",1,1529.91,5588.85,"b",92,125,NA,178,169,308,NA,181,246,191,71,192,NA,NA,243,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,0,178,169,308,0,181,246,191,71,361,0,0,243,203,0,0,0,0,0,0,0,0,0,0,125,0,746,815,793,0,181,394,344,71,361,0,0,522,371,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,0,0,0,0,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",67,6,"NPS_AMB","The professor noticed the grant gained more attention from marine biologists.","Who paid attention to the grant?",1,1489.9,2783,"b",67,172,185,169,NA,249,242,197,NA,196,252,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,346,169,0,457,242,197,0,196,252,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,346,169,0,457,242,197,0,196,252,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",46,7,"NPZ_UAMB","After the technician called, the service stopped working almost immediately to his surprise.","Did the technician stop working?",1,4184.89,2660.28,"b",46,NA,148,162,187,NA,184,210,181,246,70,NA,208,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148,162,187,0,184,210,181,246,70,0,208,77,0,0,0,0,0,0,0,0,0,0,0,0,0,148,162,187,0,184,210,181,246,70,193,350,77,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",86,8,"AGREE","When the lecturer stops, her audience needs several minutes to reflect on the content.","Does the lecturer stop her audience?",1,3797,2166.27,"b",86,142,NA,157,243,NA,191,NA,216,NA,NA,182,NA,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,0,157,243,0,269,0,388,0,0,182,0,0,282,0,0,0,0,0,0,0,0,0,0,0,142,0,157,243,0,269,0,388,0,0,182,0,0,282,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",64,8,"NPS_AMB","The mechanic observed the truck needed several more hours to be repaired.","Had the truck broken down?",1,1294.71,3668.63,"b",64,NA,231,428,NA,182,379,91,179,79,NA,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,231,428,0,182,379,253,179,79,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,428,0,182,379,253,179,79,0,255,187,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",15,9,"NPZ_UAMB","After the guitarist began, the song failed dramatically because he skipped the sound check.","Did the guitarist complete the sound check?",1,2373.24,3890.18,"b",15,102,NA,192,278,NA,347,225,220,324,NA,159,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0,192,278,0,347,225,220,324,0,159,0,160,0,0,0,0,0,0,0,0,0,0,0,0,102,0,516,360,0,347,381,331,324,0,312,0,289,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,NA,0,0,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",12,10,"MVRR_UAMB","The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.","Did the player pay the bonus to someone?",1,2026.89,6093.51,"b",12,NA,183,NA,184,177,NA,177,208,197,NA,139,253,NA,220,214,NA,124,149,NA,NA,NA,NA,NA,NA,NA,0,183,0,184,177,0,177,474,197,0,139,253,0,220,214,0,124,149,0,0,0,0,0,0,0,0,183,216,184,478,153,347,911,515,0,402,253,0,220,388,0,317,149,0,0,0,0,0,0,0,NA,NA,1,0,1,1,0,1,0,NA,0,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,1,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",60,11,"MVRR_AMB","The recent hire offered the job prepared many students for careers in media.","Did the new hire offer the job to someone?",1,2083.21,5265.03,"b",60,173,NA,206,225,NA,158,283,NA,338,NA,372,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,0,206,225,0,158,283,0,392,0,564,0,185,0,0,0,0,0,0,0,0,0,0,0,0,173,0,206,501,0,158,583,0,392,158,1373,0,508,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,NA,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",69,12,"NPS_UAMB","The assistant manager discovered that the training seemed unnecessarily demanding for new staff.","Was the training difficult?",1,1256.72,3650.12,"b",69,NA,170,182,318,NA,215,181,214,219,279,160,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,170,182,318,0,279,270,214,219,279,160,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,182,535,0,279,270,214,453,499,160,258,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",82,12,"UNAGREE","When the supervisor works, the shifts seems unnecessarily stressful on a Friday night.","Does the supervisor sometimes work on a Friday night?",1,1724.1,2505.84,"b",82,151,NA,162,NA,NA,229,225,211,218,NA,392,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,0,357,0,0,229,225,211,218,0,392,122,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,357,0,0,229,225,211,218,0,392,122,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",18,13,"NPZ_AMB","Although the mayor changed the document provided sufficient evidence for what he had promised.","Did the mayor change the document?",1,1745.37,9801.79,"b",18,152,186,NA,359,NA,390,265,144,203,NA,314,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,186,0,359,0,390,265,144,203,0,314,0,0,185,0,0,0,0,0,0,0,0,0,0,0,556,477,369,1225,155,1473,1587,876,348,0,470,0,295,474,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,1,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",72,14,"NPZ_AMB","After the basketball player signed the contract created another controversy in the NBA.","Were there already controversies in the NBA?",1,1710,4273.56,"b",72,154,NA,190,156,209,NA,219,209,175,64,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,190,156,209,0,219,209,175,64,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,190,468,463,0,402,798,634,64,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",35,15,"NPZ_AMB","After the engineer moved the equipment required constant supervision from senior technicians.","Did the engineer move the equipment?",0,2448.64,8645.71,"b",35,137,NA,191,248,NA,254,298,366,160,NA,228,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0,191,306,0,401,298,366,160,0,228,91,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,590,820,163,1219,1649,708,231,208,654,847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,1,0,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",94,16,"AGREE","Unless the dog attacks, the cat remains relatively tranquil throughout the day.","Does the cat usually remain calm?",1,2142.74,2702.82,"b",94,161,NA,159,170,NA,164,207,177,228,206,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0,159,170,0,164,207,177,228,294,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,394,352,0,164,207,177,228,294,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",26,16,"NPS_AMB","The little girl found the lamb remained relatively calm despite the absence of its mother.","Was the lamb's mother missing?",1,1449.43,3293.52,"b",26,NA,148,NA,212,NA,272,229,161,NA,164,112,185,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,0,212,0,272,229,161,0,164,112,185,0,0,378,0,0,0,0,0,0,0,0,0,0,0,518,0,212,0,272,550,338,0,164,112,185,0,0,378,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,1,0,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,1,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",74,17,"NPS_AMB","The yoga instructor demonstrated the position demanded immense physical effort from everyone.","Was the yoga position challenging?",1,1258.68,5671.68,"b",74,135,NA,217,145,NA,345,250,218,147,NA,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0,217,223,0,345,250,218,147,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,217,811,0,499,581,1105,468,347,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,NA,0,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",96,17,"UNAGREE","Until the lead architect leaves, the projects demands immense patience from the engineers.","Has the lead architect left?",1,1338.88,4872.3,"b",96,NA,157,128,NA,151,NA,265,550,174,164,NA,186,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,128,0,151,0,398,550,174,164,0,186,150,0,0,0,0,0,0,0,0,0,0,0,0,363,157,832,62,151,0,583,741,358,164,96,186,150,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,0,0,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",20,18,"MVRR_AMB","The governor awarded the contract received sweeping support across the entire state.","Did the governor award the contract to someone?",0,2221.32,9322.42,"b",20,NA,182,349,NA,449,331,196,199,211,NA,122,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,349,0,449,331,196,199,211,0,265,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,953,163,1187,2126,1015,435,410,144,265,205,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",37,19,"MVRR_AMB","The patient refused the treatment continued causing uncomfortable scenes in the ER.","Did the patient refuse the treatment?",1,1264.27,6108.28,"b",37,NA,162,210,NA,277,182,335,404,326,127,NA,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162,486,0,277,456,335,404,326,238,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,690,194,433,885,1663,404,326,238,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",84,19,"UNAGREE","Even if the mother calls, her boys continues causing problems with the other kids on the playground.","Do the boys behave themselves after their mother calls?",1,1815.04,3248.47,"b",84,NA,148,NA,181,212,57,NA,223,324,151,162,NA,NA,153,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,0,148,0,181,212,57,0,223,324,151,162,0,0,153,0,0,161,0,0,0,0,0,0,0,0,0,356,0,181,212,57,0,377,666,151,162,0,0,153,127,0,161,0,0,0,0,0,0,0,0,NA,1,NA,0,0,0,NA,1,1,0,0,NA,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,0,NA,0,0,1,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",76,20,"MVRR_UAMB","The operator who was brought the machine started working efficiently with the added automation.","Was the machine helpful?",1,1047.26,4382.76,"b",76,NA,182,NA,176,172,NA,328,261,188,185,NA,172,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,182,0,176,172,0,328,261,188,185,0,172,0,277,0,0,0,0,0,0,0,0,0,0,0,0,182,0,482,172,0,532,261,188,185,388,172,400,623,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,NA,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",44,21,"MVRR_AMB","The dancer assigned the ballet achieved incredible success for a new performer.","Did the dancer assign the ballet to someone?",1,1800.24,4808.19,"b",44,NA,163,195,NA,191,191,281,143,NA,NA,204,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163,195,0,191,601,281,143,0,0,204,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,852,0,503,1065,457,294,0,221,204,116,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,0,0,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",88,21,"UNAGREE","Once the head surgeon begins, the operations achieves incredible results given the risks involved.","Are the operations successful?",1,2467.27,4223.26,"b",88,175,NA,156,219,202,NA,206,280,246,275,166,NA,227,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,0,156,219,202,0,206,280,246,275,166,0,371,80,0,0,0,0,0,0,0,0,0,0,0,175,0,156,219,202,0,409,606,246,275,370,0,371,80,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",52,22,"NPZ_UAMB","After the contestant lost, the money became unavailable despite his previous three wins in a row.","How many times did the contestant win?",0,1964.03,5708.82,"b",52,NA,212,264,163,NA,228,NA,246,237,NA,188,173,NA,169,NA,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,212,371,163,0,228,0,421,518,0,188,173,0,169,0,137,0,0,0,0,0,0,0,0,0,216,212,517,336,0,383,163,625,666,124,658,315,0,317,0,137,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,1,0,1,1,1,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",90,23,"AGREE","After the producer starts, the audition separates mediocre actors from talented ones.","Do some actors perform better than others at the auditions?",1,1525.75,6679.83,"b",90,116,NA,153,294,NA,385,200,129,400,190,146,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,0,153,294,0,385,626,129,400,190,146,95,0,0,0,0,0,0,0,0,0,0,0,0,0,230,431,739,777,0,727,1084,779,400,190,146,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",41,23,"NPS_UAMB","The new chef claimed that the restaurant separated mediocre cooks from gifted ones.","Did the chef join the restaurant recently?",1,3582.61,7407.41,"b",41,NA,184,NA,144,NA,NA,182,345,261,384,NA,176,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,184,0,782,0,0,182,345,261,384,0,326,155,0,0,0,0,0,0,0,0,0,0,0,0,0,184,245,1530,226,129,857,728,607,565,180,700,155,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,0,0,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",10,29,"RC_Subj","The dancer that loved the audience ignored some basic principles.","Who was loved?",1,3125.34,2321.85,"b",10,NA,164,NA,272,NA,206,359,NA,151,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240,0,272,0,206,359,0,151,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,272,0,206,359,140,151,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",17,30,"RC_Subj","The employees that noticed the fireman hurried across the open field.","Who was noticed?",1,1589.1,3384.38,"b",17,NA,170,NA,198,197,164,188,NA,162,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,170,0,198,197,164,188,0,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,317,395,197,249,352,457,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",48,31,"RC_Obj","The farmer that the customers approached lifted the chickens from their coop.","Who was approached?",1,2746.84,5206.28,"b",48,NA,161,102,NA,163,485,234,NA,187,285,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161,102,0,381,485,234,0,187,285,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,780,0,580,711,234,163,494,476,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,0,0,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"B_N164",22,32,"RC_Obj","The farmer who the rancher hired piled the seeds in long rows.","Who was hired?",0,2225.89,2959.71,"b",22,159,NA,173,NA,203,232,207,NA,304,NA,222,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,0,173,0,203,232,207,0,304,0,222,248,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,444,148,203,232,207,0,304,0,513,248,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
