"subj","Session_name","seq","item","cond","sentence","question","correct","RT_question","whole_sentence_readingtime","List","actual_seq","ffdR1","ffdR2","ffdR3","ffdR4","ffdR5","ffdR6","ffdR7","ffdR8","ffdR9","ffdR10","ffdR11","ffdR12","ffdR13","ffdR14","ffdR15","ffdR16","ffdR17","ffdR18","ffdR19","ffdR20","ffdR21","ffdR22","ffdR23","ffdR24","ffdR25","gzR1","gzR2","gzR3","gzR4","gzR5","gzR6","gzR7","gzR8","gzR9","gzR10","gzR11","gzR12","gzR13","gzR14","gzR15","gzR16","gzR17","gzR18","gzR19","gzR20","gzR21","gzR22","gzR23","gzR24","gzR25","gpR1","gpR2","gpR3","gpR4","gpR5","gpR6","gpR7","gpR8","gpR9","gpR10","gpR11","gpR12","gpR13","gpR14","gpR15","gpR16","gpR17","gpR18","gpR19","gpR20","gpR21","gpR22","gpR23","gpR24","gpR25","ttR1","ttR2","ttR3","ttR4","ttR5","ttR6","ttR7","ttR8","ttR9","ttR10","ttR11","ttR12","ttR13","ttR14","ttR15","ttR16","ttR17","ttR18","ttR19","ttR20","ttR21","ttR22","ttR23","ttR24","ttR25","reginR1","reginR2","reginR3","reginR4","reginR5","reginR6","reginR7","reginR8","reginR9","reginR10","reginR11","reginR12","reginR13","reginR14","reginR15","reginR16","reginR17","reginR18","reginR19","reginR20","reginR21","reginR22","reginR23","reginR24","reginR25","regoutR1","regoutR2","regoutR3","regoutR4","regoutR5","regoutR6","regoutR7","regoutR8","regoutR9","regoutR10","regoutR11","regoutR12","regoutR13","regoutR14","regoutR15","regoutR16","regoutR17","regoutR18","regoutR19","regoutR20","regoutR21","regoutR22","regoutR23","regoutR24","regoutR25"
54,"C_M111",77,77,"FILLER1","Some months later, Michael Larson saw another opportunity to stack the odds in his favor with a dash of ingenuity.","Did Larson see more than one opportunity?",1,3829.13,5876.84,"c",77,243,NA,124,190,225,502,210,226,NA,165,NA,163,202,NA,235,NA,NA,NA,209,252,NA,NA,NA,NA,NA,462,0,124,190,400,502,210,226,0,165,0,163,202,0,235,0,0,0,209,252,0,0,0,0,0,462,0,858,190,400,502,210,226,0,400,0,502,202,0,235,0,0,0,209,655,0,0,0,0,0,901,145,274,190,400,502,210,226,235,165,339,163,202,0,235,0,0,0,358,506,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,0,0,0,0,0,NA,1,NA,1,0,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA
54,"C_M111",42,78,"FILLER1","Bob Murphy, the Senior PGA Tour money leader with seven hundred thousand, says heat shouldn't be a factor.","Is the leader cocnered about the weather?",1,2027.42,5829.89,"c",42,NA,205,196,176,312,230,422,147,NA,166,200,338,NA,164,157,177,NA,216,NA,NA,NA,NA,NA,NA,NA,0,205,196,450,312,230,422,147,0,166,200,338,0,419,609,177,0,216,0,0,0,0,0,0,0,0,640,196,450,312,230,422,147,0,166,200,338,0,419,609,177,0,216,0,0,0,0,0,0,0,291,349,196,450,312,230,422,147,0,166,200,338,0,419,609,177,0,216,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",12,79,"FILLER1","Greg Anderson, considered a key witness by the prosecution, vowed he wouldn't testify when served a subpoena last week.","Was Greg Anderson asked to testify?",1,2557.3,10839.56,"c",12,175,225,258,484,NA,162,NA,NA,162,NA,392,180,NA,169,176,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,374,225,258,484,0,162,0,0,162,0,392,331,0,169,285,0,0,176,0,0,0,0,0,0,0,374,225,1281,484,0,162,0,0,1155,0,567,331,0,169,285,0,0,4650,0,0,0,0,0,0,0,725,806,1724,851,0,162,247,605,844,642,392,589,338,169,486,0,469,634,0,0,0,0,0,0,0,1,1,0,0,NA,0,1,1,0,1,0,0,0,0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,0,NA,NA,1,NA,1,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",18,80,"FILLER1","Owls are more flexible than humans because a bird's head is only connected by one socket pivot.","Are humans less flexible than owls?",0,3255.71,6740.95,"c",18,NA,419,176,167,284,281,260,160,192,313,NA,192,263,NA,165,244,137,NA,NA,NA,NA,NA,NA,NA,NA,0,419,176,167,284,281,260,160,192,450,0,192,263,0,421,244,137,0,0,0,0,0,0,0,0,0,419,176,167,284,281,260,160,372,450,0,192,263,0,633,244,1891,0,0,0,0,0,0,0,0,294,419,490,167,284,281,440,160,367,450,0,192,475,180,610,398,585,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,1,0,0,0,NA,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,0,0,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",66,81,"FILLER1","Even in the same animal, not all bites are the same.","For a given animal, can you expect that some bites have different intensity?",1,3827,3953.39,"c",66,NA,198,NA,178,217,NA,209,233,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,198,0,178,217,0,209,233,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,178,1920,0,416,233,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,197,800,781,207,209,233,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,NA,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",10,82,"FILLER1","Buck did not like it, but he bore up well to the work, taking pride in it.","How did Buck deal with his job?",1,2950.36,7055.84,"c",10,257,330,NA,374,NA,NA,189,413,590,151,NA,NA,249,213,277,331,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,330,0,374,0,0,189,413,590,151,0,0,249,213,277,331,0,0,0,0,0,0,0,0,0,570,330,0,2120,0,0,375,413,590,151,0,0,651,213,277,651,0,0,0,0,0,0,0,0,0,570,848,734,868,0,186,189,413,590,151,195,207,249,533,277,331,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,1,0,0,0,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",73,83,"FILLER1","These days, neuroscience is beginning to catch up to musicians who practice mentally.","Is neuroscience making progress in understanding how musicians can practice mentally?",1,2816.1,5516.36,"c",73,298,291,257,439,119,204,NA,NA,NA,300,NA,150,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,291,257,439,119,204,0,0,0,300,0,340,153,0,0,0,0,0,0,0,0,0,0,0,0,298,291,257,1005,119,204,0,0,0,300,0,340,441,0,0,0,0,0,0,0,0,0,0,0,0,298,291,889,806,401,204,0,0,0,300,47,586,195,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,0,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",16,84,"FILLER1","Hybrid vehicles have a halo that makes owners feel righteous and their neighbors feel guilty for not doing as much to save the planet.","Why would the neighbors feel inferior?",1,5390.82,8430.44,"c",16,173,486,341,180,189,143,300,369,177,321,NA,217,369,297,NA,156,NA,187,NA,NA,NA,NA,NA,415,NA,487,486,341,180,189,143,300,369,177,321,0,217,369,297,0,156,0,187,0,0,0,0,0,415,0,487,486,341,180,1784,932,300,369,177,321,0,445,369,297,0,156,0,187,0,0,0,0,0,415,0,1368,965,814,522,398,143,300,369,177,549,0,217,369,297,0,156,0,187,0,0,0,0,0,415,0,1,1,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,1,1,0,0,0,0,NA,1,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",60,85,"FILLER1","Binge drinking may not necessarily kill or even damage brain cells, as commonly thought, a new animal study suggests.","What do most people think about binge drinking?",1,5164.7,4991.68,"c",60,198,241,206,NA,206,NA,311,NA,NA,278,135,NA,245,168,NA,NA,191,NA,156,NA,NA,NA,NA,NA,NA,367,241,338,0,588,0,311,0,0,278,135,0,400,168,0,0,191,0,156,0,0,0,0,0,0,367,241,338,0,588,0,311,0,0,278,135,0,400,168,0,0,191,0,1175,0,0,0,0,0,0,367,241,338,0,588,0,311,0,0,278,135,0,400,168,0,0,809,0,557,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA
54,"C_M111",44,86,"FILLER1","When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.","Are skunks inclined to face forward when attacked?",1,2524.85,4007.87,"c",44,NA,176,325,133,309,NA,NA,167,NA,166,381,NA,172,NA,321,NA,172,213,NA,NA,NA,NA,NA,NA,NA,0,176,325,387,309,0,0,167,0,166,381,0,172,0,321,0,172,213,0,0,0,0,0,0,0,0,518,325,387,309,0,0,364,0,166,381,0,172,0,321,0,172,213,0,0,0,0,0,0,0,214,304,325,387,309,0,197,167,0,166,381,0,172,0,321,0,172,213,0,0,0,0,0,0,0,1,0,0,0,0,NA,1,0,NA,0,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1,NA,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",57,87,"FILLER1","All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.","Are electrical singals in our brain always correct?",1,8627.51,6248.59,"c",57,422,NA,203,185,223,NA,599,461,248,183,542,361,150,284,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,0,203,185,223,0,599,461,248,183,542,361,420,284,0,195,0,0,0,0,0,0,0,0,0,422,0,203,185,439,0,599,461,248,183,542,361,420,284,0,976,0,0,0,0,0,0,0,0,0,422,0,203,401,223,0,599,461,248,183,542,361,420,437,144,679,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",21,88,"FILLER1","There often seems to be more diving in soccer than in the Summer Olympics.","Do people frequently dive in soccer?",1,2027.72,3222.66,"c",21,NA,267,173,152,NA,239,NA,198,293,NA,174,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,173,152,0,239,0,198,293,0,174,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,267,173,152,0,239,0,460,293,0,336,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,267,173,152,0,239,262,198,293,162,350,140,113,227,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,0,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",5,89,"FILLER1","Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.","How would one describe Susan?",1,3159.32,7023.88,"c",5,NA,175,274,239,366,161,214,NA,163,NA,240,141,NA,208,NA,250,189,NA,210,NA,186,NA,NA,NA,NA,0,175,274,239,366,161,214,0,163,0,240,141,0,352,0,250,189,0,425,0,186,0,0,0,0,0,627,855,239,366,161,214,0,163,0,240,141,0,352,0,250,189,0,425,0,1874,0,0,0,0,452,602,428,239,366,161,214,0,163,0,240,141,244,352,0,250,263,168,1275,0,538,0,0,0,0,1,1,0,0,0,0,0,NA,0,NA,0,0,1,0,NA,0,1,1,1,NA,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,1,NA,NA,NA,NA
54,"C_M111",75,90,"FILLER1","Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.","What is the average recycling rate?",1,2566.03,4576.47,"c",75,317,125,179,314,NA,228,271,NA,NA,156,186,NA,NA,NA,275,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,1221,125,179,314,0,228,271,0,0,156,186,0,0,0,275,91,0,0,0,0,0,0,0,0,0,1221,721,179,314,0,228,271,0,0,389,186,0,0,0,275,91,0,0,0,0,0,0,0,0,0,1817,125,179,314,0,228,271,0,233,156,186,0,0,0,275,91,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,1,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,0,0,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",39,91,"FILLER1","As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",1,5738.37,6907.88,"c",39,446,NA,184,NA,251,684,235,221,225,298,NA,346,NA,263,NA,331,NA,315,NA,179,147,NA,NA,NA,NA,446,0,184,0,251,684,499,479,225,298,0,346,0,547,0,331,0,315,0,179,350,0,0,0,0,446,0,757,0,251,684,499,479,225,298,0,542,0,547,0,331,0,487,0,179,350,0,0,0,0,446,573,184,0,251,684,499,479,225,494,0,346,0,547,0,331,172,315,0,179,350,0,0,0,0,NA,1,0,NA,0,0,0,0,0,1,NA,0,NA,0,NA,0,1,0,NA,0,0,NA,NA,NA,NA,0,NA,1,NA,0,0,0,0,0,0,NA,1,NA,0,NA,0,NA,1,NA,0,0,NA,NA,NA,NA
54,"C_M111",8,92,"FILLER1","Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",1,5862.09,2971.26,"c",8,NA,193,105,252,220,154,193,357,NA,224,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,105,252,220,154,193,357,0,224,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,437,252,220,154,193,357,0,224,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,332,193,105,252,220,154,193,357,0,224,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",14,93,"FILLER1","When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.","Does common wisdom emphasize a healthy distance to maintain a lasting relationship?",0,6607.96,9116.82,"c",14,NA,196,183,NA,216,NA,458,NA,164,417,236,506,NA,412,206,NA,354,NA,149,NA,NA,206,NA,NA,NA,0,196,183,0,216,0,458,0,164,417,236,506,0,412,359,0,354,0,149,0,0,206,0,0,0,0,196,183,0,216,0,458,0,936,893,236,506,0,412,359,0,354,0,446,0,0,2689,0,0,0,0,196,464,0,487,0,702,511,806,807,236,506,210,412,359,0,354,164,426,302,0,942,0,0,0,NA,NA,1,NA,1,NA,1,1,1,0,0,0,0,0,0,NA,0,1,1,1,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,1,1,0,0,NA,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA
54,"C_M111",62,94,"FILLER1","Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.","Was half a million livres considered a significant amount of money?",1,2816.09,9080.11,"c",62,477,264,155,NA,190,NA,NA,154,183,NA,512,279,579,NA,174,NA,168,131,NA,NA,NA,NA,NA,NA,NA,477,264,155,0,190,0,0,154,183,0,512,279,579,0,174,0,168,131,0,0,0,0,0,0,0,477,840,985,0,190,0,0,154,722,0,512,2182,1205,0,174,0,168,454,0,0,0,0,0,0,0,845,668,789,0,190,0,172,476,1252,0,1017,1004,854,0,174,323,168,131,0,0,0,0,0,0,0,1,1,0,NA,0,NA,1,1,1,NA,1,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,0,NA,NA,0,1,NA,0,1,1,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",64,95,"FILLER1","When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.","Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?",0,2974.34,6693.22,"c",64,150,167,243,NA,369,NA,257,NA,220,NA,257,245,250,318,377,440,343,400,NA,261,304,198,NA,NA,NA,150,167,243,0,369,0,257,0,220,0,257,245,250,318,377,841,343,400,0,261,476,198,0,0,0,150,167,243,0,369,0,429,0,220,0,257,245,250,513,377,841,343,400,0,261,476,198,0,0,0,150,167,243,0,369,172,257,0,220,0,257,245,445,318,377,841,343,400,0,261,476,198,0,0,0,NA,0,0,NA,0,1,0,NA,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,1,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,0,NA,NA,NA,NA
54,"C_M111",25,96,"FILLER1","Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth has some intersting sidebars.","What makes water boatman distinctive?",1,3228.54,8422.57,"c",25,291,229,155,NA,313,492,167,147,182,NA,212,219,NA,358,NA,255,366,NA,NA,167,192,183,887,NA,NA,790,229,475,0,441,492,167,147,182,0,212,406,0,358,0,255,366,0,0,167,192,352,887,0,0,790,771,475,0,441,492,167,147,182,0,212,896,0,358,0,255,366,0,0,343,192,352,887,0,0,1066,495,475,0,441,492,167,147,182,0,554,554,0,358,0,255,366,0,176,167,192,352,887,0,0,1,0,0,NA,0,0,0,0,0,NA,1,0,NA,0,NA,0,0,NA,1,0,0,0,0,NA,NA,0,1,0,NA,0,0,0,0,0,NA,0,1,NA,0,NA,0,0,NA,NA,1,0,0,NA,NA,NA
54,"C_M111",53,97,"FILLER1","When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.","Was the old world well stocked with plants and animals?",1,2398.34,7455.74,"c",53,NA,187,167,182,407,200,232,163,NA,196,270,NA,235,NA,175,360,204,NA,253,NA,218,NA,NA,NA,NA,0,187,167,182,407,398,367,163,0,196,270,0,235,0,175,360,204,0,253,0,376,0,0,0,0,0,535,1134,182,407,398,367,163,0,329,785,0,235,0,597,360,204,0,253,0,634,0,0,0,0,604,580,485,182,407,398,367,163,333,330,451,0,235,422,175,360,204,0,511,0,376,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,NA,0,1,0,0,0,NA,1,NA,0,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,NA,1,1,NA,0,NA,1,0,0,NA,0,NA,1,NA,NA,NA,NA
54,"C_M111",71,98,"FILLER1","Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.","What was sold at the stand that was shut-down?",1,3409.34,5920.92,"c",71,183,NA,178,171,NA,170,NA,205,200,242,150,367,196,238,NA,190,NA,NA,NA,219,NA,NA,NA,156,NA,183,0,178,432,0,170,0,205,200,242,150,367,196,238,0,190,0,0,0,383,0,0,0,156,0,183,0,372,432,0,170,0,205,200,242,150,367,196,238,0,190,0,0,0,383,0,0,0,1652,0,377,0,178,432,0,170,0,205,200,242,150,367,196,238,0,190,0,0,555,643,0,0,410,427,0,1,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,1,0,NA,NA,0,0,NA,0,NA,1,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA
54,"C_M111",33,99,"FILLER1","An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.","When in the process should we determine whether microbes were introduced?",1,10058.82,7627.87,"c",33,216,174,304,223,165,NA,207,NA,223,227,234,168,NA,413,NA,159,196,NA,NA,321,NA,186,NA,NA,NA,216,174,304,223,165,0,410,0,223,227,637,369,0,413,0,159,196,0,0,321,0,186,0,0,0,216,174,904,223,344,0,410,0,223,227,637,369,0,413,0,1033,196,0,0,321,0,501,0,0,0,216,575,503,402,165,0,410,0,223,227,637,369,235,653,208,350,196,0,0,321,315,186,0,0,0,NA,1,0,1,0,NA,0,NA,0,0,0,0,1,0,0,0,0,NA,NA,0,1,0,NA,NA,NA,0,0,1,0,1,NA,0,NA,0,0,0,0,NA,0,NA,1,0,NA,NA,0,NA,1,NA,NA,NA
54,"C_M111",31,100,"FILLER1","Lady Gaga's YouTube account was suspended Thursday.","What account was suspended on Thursday?",1,4591.4,2422.46,"c",31,147,240,170,161,NA,317,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,240,170,161,0,317,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,240,170,161,0,818,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,240,297,377,0,684,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",29,101,"FILLER1","John Thornton asked little of man or nature.","Did John Thorton expect a lot from other people?",1,2267.45,4154.38,"c",29,455,223,147,160,219,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,462,147,160,219,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,462,147,703,506,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,607,740,593,219,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",50,102,"FILLER1","Proper ventilation will make a backdraft less likely.","Would proper ventilation reduce backdraft?",1,2519.76,4395.11,"c",50,NA,255,187,171,NA,376,272,874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,187,171,0,1044,272,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,187,171,0,1044,272,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,1000,187,171,0,1044,272,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",93,103,"FILLER2","For centuries, time was measured by the position of the sun with the use of sundials.","Were sundials used for centuries?",1,2686.51,11175.34,"c",93,443,NA,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,0,0,208,0,0,0,0,0,0,0,0,0,0,173,394,0,0,0,0,0,0,0,0,0,443,0,0,208,0,0,0,0,0,0,0,0,0,0,173,8854,0,0,0,0,0,0,0,0,0,1646,1377,924,860,1073,345,228,545,238,417,175,350,250,0,373,556,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",95,104,"FILLER2","The girl's feet were then re-wrapped even tighter than before, causing her footprint to shrink further.","Were the wraps around the girl's feet tighter after they were re-wrapped?",1,3851.11,5554.14,"c",95,NA,444,158,227,160,94,275,241,NA,235,NA,NA,166,NA,184,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,444,319,227,338,94,275,241,0,235,0,0,166,0,184,275,0,0,0,0,0,0,0,0,0,0,444,319,227,338,1394,275,241,0,235,0,0,367,0,184,634,0,0,0,0,0,0,0,0,0,0,444,319,696,891,372,275,241,0,235,201,0,166,0,437,381,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,NA,0,1,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,0,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"C_M111",87,105,"FILLER2","The astronauts used a hefty robotic arm to move the bus-size canister, stuffed with nearly three tons of packing foam.","Did the astronauts move the container by themselves?",1,2683.95,13095.36,"c",87,227,190,175,NA,211,393,192,NA,177,NA,177,393,NA,NA,119,NA,NA,NA,184,143,NA,NA,NA,NA,NA,227,190,175,0,211,393,192,0,177,0,177,393,0,0,119,0,0,0,184,323,0,0,0,0,0,227,1214,175,0,526,1258,192,0,738,0,409,393,0,0,1130,0,0,0,4447,508,0,0,0,0,0,462,1117,825,173,627,1729,192,264,446,148,844,1180,1343,186,296,0,184,31,591,323,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,NA,0,1,1,0,NA,NA,NA,NA,NA,0,0,0,NA,1,1,0,NA,1,NA,1,0,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA
54,"C_M111",81,106,"FILLER2","Very similar, but even more striking, is the evidence from athletic training.","Is athletic training the only source of evidence?",1,4528.05,3043.99,"c",81,NA,NA,184,356,NA,142,NA,NA,259,NA,171,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,184,356,0,318,0,0,259,0,171,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,356,0,318,0,0,259,0,356,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,184,356,0,318,0,0,259,185,171,136,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
